title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	supplementary_file.1	data_row_count	cell type:ch1	Sex:ch1	tissue:ch1
Astrocytes_healthy_20174903	GSM9195165	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Astrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950169_R01C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195165/suppl/GSM9195165_206513950169_R01C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195165/suppl/GSM9195165_206513950169_R01C01_Red.idat.gz	0	Astrocytes	Male	Brain (Cingulate Gyrus)
Neurons_healthy_20174903	GSM9195166	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Neurons	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950169_R02C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195166/suppl/GSM9195166_206513950169_R02C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195166/suppl/GSM9195166_206513950169_R02C01_Red.idat.gz	0	Neurons	Male	Brain (Cingulate Gyrus)
Oligodendrocytes_healthy_20174903	GSM9195167	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Oligodendrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950169_R03C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195167/suppl/GSM9195167_206513950169_R03C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195167/suppl/GSM9195167_206513950169_R03C01_Red.idat.gz	0	Oligodendrocytes	Male	Brain (Cingulate Gyrus)
Microglia_healthy_20174903	GSM9195168	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Microglia	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950169_R06C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195168/suppl/GSM9195168_206513950169_R06C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195168/suppl/GSM9195168_206513950169_R06C01_Red.idat.gz	0	Microglia	Male	Brain (Cingulate Gyrus)
Microglia_healthy_20150242	GSM9195169	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Microglia	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950170_R03C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195169/suppl/GSM9195169_206513950170_R03C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195169/suppl/GSM9195169_206513950170_R03C01_Red.idat.gz	0	Microglia	Female	Brain (Cingulate Gyrus)
Astrocytes_healthy_20150242	GSM9195170	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Astrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950170_R04C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195170/suppl/GSM9195170_206513950170_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195170/suppl/GSM9195170_206513950170_R04C01_Red.idat.gz	0	Astrocytes	Female	Brain (Cingulate Gyrus)
Neurons_healthy_20150242	GSM9195171	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Neurons	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950170_R05C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195171/suppl/GSM9195171_206513950170_R05C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195171/suppl/GSM9195171_206513950170_R05C01_Red.idat.gz	0	Neurons	Female	Brain (Cingulate Gyrus)
Oligodendrocytes_healthy_20150242	GSM9195172	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Oligodendrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950170_R08C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195172/suppl/GSM9195172_206513950170_R08C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195172/suppl/GSM9195172_206513950170_R08C01_Red.idat.gz	0	Oligodendrocytes	Female	Brain (Cingulate Gyrus)
Neurons_healthy_20160475	GSM9195173	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Neurons	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950184_R01C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195173/suppl/GSM9195173_206513950184_R01C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195173/suppl/GSM9195173_206513950184_R01C01_Red.idat.gz	0	Neurons	Male	Brain (Cingulate Gyrus)
Microglia_healthy_20160475	GSM9195174	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Microglia	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950184_R02C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195174/suppl/GSM9195174_206513950184_R02C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195174/suppl/GSM9195174_206513950184_R02C01_Red.idat.gz	0	Microglia	Male	Brain (Cingulate Gyrus)
Astrocytes_healthy_20160475	GSM9195175	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Astrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950184_R04C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195175/suppl/GSM9195175_206513950184_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195175/suppl/GSM9195175_206513950184_R04C01_Red.idat.gz	0	Astrocytes	Male	Brain (Cingulate Gyrus)
Oligodendrocytes_healthy_20160475	GSM9195176	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Oligodendrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950184_R08C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195176/suppl/GSM9195176_206513950184_R08C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195176/suppl/GSM9195176_206513950184_R08C01_Red.idat.gz	0	Oligodendrocytes	Male	Brain (Cingulate Gyrus)
Oligodendrocytes_healthy_PDC107	GSM9195177	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Oligodendrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950186_R01C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195177/suppl/GSM9195177_206513950186_R01C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195177/suppl/GSM9195177_206513950186_R01C01_Red.idat.gz	0	Oligodendrocytes	Female	Brain (Cingulate Gyrus)
Astrocytes_healthy_PDC107	GSM9195178	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Astrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950186_R04C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195178/suppl/GSM9195178_206513950186_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195178/suppl/GSM9195178_206513950186_R04C01_Red.idat.gz	0	Astrocytes	Female	Brain (Cingulate Gyrus)
Microglia_healthy_PDC107	GSM9195179	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Microglia	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950186_R07C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195179/suppl/GSM9195179_206513950186_R07C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195179/suppl/GSM9195179_206513950186_R07C01_Red.idat.gz	0	Microglia	Female	Brain (Cingulate Gyrus)
Neurons_healthy_PDC107	GSM9195180	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Female	tissue: Brain (Cingulate Gyrus)	cell type: Neurons	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950186_R08C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195180/suppl/GSM9195180_206513950186_R08C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195180/suppl/GSM9195180_206513950186_R08C01_Red.idat.gz	0	Neurons	Female	Brain (Cingulate Gyrus)
Neurons_healthy_20100742	GSM9195181	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Neurons	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950194_R01C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195181/suppl/GSM9195181_206513950194_R01C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195181/suppl/GSM9195181_206513950194_R01C01_Red.idat.gz	0	Neurons	Male	Brain (Cingulate Gyrus)
Microglia_healthy_20100742	GSM9195182	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Microglia	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950194_R03C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195182/suppl/GSM9195182_206513950194_R03C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195182/suppl/GSM9195182_206513950194_R03C01_Red.idat.gz	0	Microglia	Male	Brain (Cingulate Gyrus)
Oligodendrocytes_healthy_20100742	GSM9195183	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Oligodendrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950194_R04C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195183/suppl/GSM9195183_206513950194_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195183/suppl/GSM9195183_206513950194_R04C01_Red.idat.gz	0	Oligodendrocytes	Male	Brain (Cingulate Gyrus)
Astrocytes_healthy_20100742	GSM9195184	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Astrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950194_R05C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195184/suppl/GSM9195184_206513950194_R05C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195184/suppl/GSM9195184_206513950194_R05C01_Red.idat.gz	0	Astrocytes	Male	Brain (Cingulate Gyrus)
Oligodendrocytes_healthy_20196910	GSM9195185	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Oligodendrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950198_R01C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195185/suppl/GSM9195185_206513950198_R01C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195185/suppl/GSM9195185_206513950198_R01C01_Red.idat.gz	0	Oligodendrocytes	Male	Brain (Cingulate Gyrus)
Neurons_healthy_20196910	GSM9195186	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Neurons	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950198_R03C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195186/suppl/GSM9195186_206513950198_R03C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195186/suppl/GSM9195186_206513950198_R03C01_Red.idat.gz	0	Neurons	Male	Brain (Cingulate Gyrus)
Microglia_healthy_20196910	GSM9195187	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Microglia	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950198_R04C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195187/suppl/GSM9195187_206513950198_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195187/suppl/GSM9195187_206513950198_R04C01_Red.idat.gz	0	Microglia	Male	Brain (Cingulate Gyrus)
Astrocytes_healthy_20196910	GSM9195188	Public on Aug 23 2025	Aug 22 2025	Aug 23 2025	genomic	1	Brain (Cingulate Gyrus)	Homo sapiens	Sex: Male	tissue: Brain (Cingulate Gyrus)	cell type: Astrocytes	genomic DNA	Phenol-chloroform DNA extraction	Cy3 and Cy5	Illumina Infinium protocol	9606	Illumina Infinium protocol	Illumina Infinium protocol scanned using Illumina HIScan System	206513950198_R07C01	wateRmelon package (v2.10.0) in R environment (v4.4.1)	GPL21145	Ehsan,,Pishva	e.pishva@maastrichtuniversity.nl	Dementia Systems Biology Group	Psychiatry and Neuropsychology	Maastricht University	Universiteitssingel 40	Maastricht	Limburg	6229 ER	Netherlands	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195188/suppl/GSM9195188_206513950198_R07C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM9195nnn/GSM9195188/suppl/GSM9195188_206513950198_R07C01_Red.idat.gz	0	Astrocytes	Male	Brain (Cingulate Gyrus)
